"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US10309","ZCTA5 10309","11052","301","87509","5693","93.5","1.4","88067","4750","1.3","0.8","64821","31022","0.0","0.3","-","**","4.1","1.1","103906","31937","0.0","0.3","-","**","0.7","0.9","-","**","0.5","0.4","54423","32406","7.8","2.2","76974","11562","86.9","2.3","88572","4180","0.0","0.3","-","**","34.6","3.5","89545","15768","48.2","3.2","96771","12349","17.2","2.4","35000","10669","8844","372","96707","10837","47.9","3.8","91479","12122","52.1","3.8","101186","10770","79.5","3.6","107640","7488","14.2","2.7","50800","8413","6.3","2.6","90524","21370","2208","338","53760","7203","54.8","9.2","38688","13107","51.4","9.0","34512","10192","3.3","2.8","220847","88388","45.2","9.2","77895","24174","40.9","9.5","70893","23490","4.3","3.0","124000","73208","44.8","(X)","(X)","(X)","46.7","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"8600000US10310","ZCTA5 10310","8304","250","68080","7132","64.5","3.1","75194","9382","21.8","2.6","58347","16462","0.0","0.4","-","**","5.1","1.3","71462","7458","0.0","0.4","-","**","6.3","1.8","26796","6372","2.3","1.0","82011","33321","26.1","2.3","37706","10332","47.2","2.9","85469","10327","1.8","1.0","16429","7949","33.0","2.8","76129","13826","45.6","2.8","75212","7357","19.6","2.2","41379","7819","6185","301","80576","7332","52.6","3.4","76582","15535","47.4","3.4","82077","6803","65.3","3.7","105956","9137","25.8","3.3","37984","9416","8.9","2.4","56964","45943","2119","249","30446","9318","57.0","5.5","(X)","(X)","50.5","5.6","(X)","(X)","6.5","3.1","(X)","(X)","43.0","5.5","(X)","(X)","37.6","5.4","(X)","(X)","5.4","3.1","(X)","(X)","42.7","(X)","(X)","(X)","46.6","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"8600000US10311","ZCTA5 10311","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","0","11","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","-","(X)","(X)","(X)","-","(X)","(X)","(X)",
"8600000US10312","ZCTA5 10312","21530","377","84584","3469","92.3","1.1","85818","4605","1.1","0.6","53725","12561","0.1","0.1","-","**","5.3","0.7","71000","30735","0.1","0.1","-","**","0.8","0.5","61875","21037","0.4","0.3","(X)","(X)","8.2","1.1","79261","17026","84.9","1.4","85832","4540","1.0","0.5","36208","36048","27.7","1.4","99135","8821","44.2","1.9","98052","4773","27.1","1.5","57632","4697","17377","490","95960","3696","40.5","2.0","100349","8914","59.5","2.0","90665","8404","81.0","2.2","(X)","(X)","14.4","1.9","(X)","(X)","4.5","1.1","(X)","(X)","4153","418","42896","7959","57.0","5.0","(X)","(X)","51.7","5.2","(X)","(X)","5.3","2.1","(X)","(X)","43.0","5.0","(X)","(X)","36.8","5.0","(X)","(X)","6.1","2.4","(X)","(X)","44.1","(X)","(X)","(X)","44.6","(X)","(X)","(X)","38.9","(X)","(X)","(X)",
"8600000US10314","ZCTA5 10314","31294","548","77331","3347","80.1","1.3","79665","3093","4.6","0.7","50417","15223","0.1","0.1","-","**","11.9","1.0","67365","7021","0.0","0.1","-","**","2.4","0.7","80882","31678","1.0","0.4","84342","24920","11.9","1.3","78819","11903","70.9","1.5","79459","2750","0.8","0.5","41985","29076","28.7","1.7","86257","6924","44.7","1.7","89447","5022","25.8","1.3","53847","6312","23649","597","90638","3474","40.2","1.8","93691","6386","59.8","1.8","88450","4927","77.1","1.9","100950","3706","15.7","1.8","55961","7839","7.2","1.3","60600","13624","7645","493","37404","3783","65.0","4.1","(X)","(X)","58.4","4.2","(X)","(X)","6.6","2.1","(X)","(X)","35.0","4.1","(X)","(X)","30.6","4.0","(X)","(X)","4.5","1.5","(X)","(X)","46.2","(X)","(X)","(X)","47.1","(X)","(X)","(X)","42.0","(X)","(X)","(X)",
"8600000US10451","ZCTA5 10451","18140","405","26048","2140","13.1","1.6","23806","4051","43.7","2.4","32333","3492","1.0","0.5","(X)","(X)","1.4","0.5","30682","8600","0.0","0.2","-","**","37.9","2.5","19562","2915","2.9","0.8","37155","16454","55.3","2.2","20605","2552","2.3","0.6","37283","11740","2.5","0.8","25974","6715","34.0","2.3","32596","2330","41.0","2.8","28757","4873","22.5","2.0","14567","2407","10622","564","29579","3186","51.0","3.9","25562","3602","49.0","3.9","34545","3390","28.3","3.0","51192","7394","61.1","3.5","21449","2914","10.6","2.1","34849","10210","7518","463","18014","2477","56.2","4.4","(X)","(X)","51.6","4.5","(X)","(X)","4.6","1.7","(X)","(X)","43.8","4.4","(X)","(X)","39.3","4.5","(X)","(X)","4.5","1.7","(X)","(X)","30.6","(X)","(X)","(X)","33.2","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"8600000US10452","ZCTA5 10452","25432","368","24790","1337","12.0","1.3","18485","2212","35.9","1.9","29144","2679","0.4","0.3","24688","17134","1.0","0.4","18542","9133","0.1","0.1","-","**","46.5","2.1","24035","1843","4.0","0.8","24194","9757","65.1","1.9","22252","1454","1.0","0.4","26705","11076","2.4","0.7","25185","2976","41.1","1.9","27994","2123","43.0","2.0","25466","1714","13.5","1.3","14760","1483","17176","533","26722","1269","59.8","2.7","25103","2015","40.2","2.7","28767","2060","31.5","2.7","41667","4796","56.3","2.6","19792","2058","12.2","1.9","32567","5517","8256","515","17058","1729","49.4","3.7","(X)","(X)","43.8","4.0","(X)","(X)","5.6","1.9","(X)","(X)","50.6","3.7","(X)","(X)","43.0","4.0","(X)","(X)","7.7","2.4","(X)","(X)","35.5","(X)","(X)","(X)","37.0","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"8600000US10453","ZCTA5 10453","26802","409","23095","1605","10.2","1.1","18774","1536","35.1","1.8","27287","1904","1.0","0.5","11709","6069","1.1","0.4","34276","28412","0.1","0.1","-","**","49.5","2.0","21577","1718","3.0","0.6","22991","7428","66.1","1.7","21294","1661","0.6","0.2","40450","14462","2.7","0.7","21277","6258","39.4","1.8","26411","2112","44.6","2.1","23161","2311","13.3","1.2","15739","1905","18161","574","25779","1614","53.8","2.1","20247","1681","46.2","2.1","32919","2117","31.0","2.5","37696","4405","58.3","2.5","19394","1598","10.7","1.4","32445","1570","8641","502","14437","1649","55.9","3.3","11885","992","51.3","2.9","11156","932","4.6","1.5","39821","37392","44.1","3.3","17543","2196","36.2","3.3","15177","1906","7.9","2.0","51976","16493","34.8","(X)","(X)","(X)","36.8","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"8600000US10454","ZCTA5 10454","12790","247","20210","1930","21.0","2.2","19719","3526","29.7","2.5","17739","3411","1.2","0.6","23772","6753","0.5","0.4","22738","10635","0.0","0.2","-","**","45.4","3.3","21192","2965","2.3","0.8","22383","14545","72.4","2.2","19779","1904","2.0","0.4","71250","28677","3.4","1.1","20710","5430","40.4","2.3","26096","4540","36.9","2.5","21898","3176","19.2","1.7","13746","1248","8789","370","23428","1269","61.4","3.0","21194","2921","38.6","3.0","27192","4285","28.7","3.5","36454","4244","58.8","3.3","17713","1969","12.5","2.2","34563","10489","4001","337","13693","1338","46.7","5.7","(X)","(X)","41.6","4.9","(X)","(X)","5.2","2.0","(X)","(X)","53.3","5.7","(X)","(X)","47.4","5.5","(X)","(X)","5.8","2.6","(X)","(X)","27.7","(X)","(X)","(X)","28.2","(X)","(X)","(X)","24.1","(X)","(X)","(X)",
"8600000US10455","ZCTA5 10455","14023","329","23253","1598","12.9","2.0","25492","5566","29.5","2.2","22883","2428","0.8","0.7","40466","8114","0.5","0.4","(X)","(X)","0.3","0.4","-","**","53.9","2.9","22863","2704","2.2","0.7","18608","3412","73.3","2.2","22732","2238","1.0","0.4","66000","57470","2.8","1.1","29375","7341","37.1","2.3","29719","3595","39.8","2.5","24652","3047","20.2","2.1","13681","1505","8995","381","27311","3708","54.1","3.3","22295","3014","45.9","3.3","32464","4595","33.2","3.3","44548","4722","54.6","3.6","19777","2373","12.3","2.5","26232","6856","5028","377","13064","1866","56.7","5.4","(X)","(X)","50.7","5.4","(X)","(X)","6.0","2.3","(X)","(X)","43.3","5.4","(X)","(X)","38.3","5.2","(X)","(X)","5.0","2.4","(X)","(X)","27.6","(X)","(X)","(X)","28.1","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"8600000US10456","ZCTA5 10456","29255","436","23956","1688","9.5","1.1","20280","2137","43.0","1.7","23932","3084","0.9","0.6","41724","22008","0.5","0.3","(X)","(X)","0.0","0.1","-","**","43.0","2.1","24756","2009","3.1","0.7","23864","15891","56.6","1.8","24010","1805","1.6","0.4","(X)","(X)","3.4","0.8","28190","4998","38.1","2.0","26503","3327","42.2","2.1","26050","1596","16.3","1.2","15833","1681","20247","561","27331","1546","55.4","2.9","22873","2351","44.6","2.9","32878","3383","30.7","2.3","45307","3589","57.2","2.4","21010","1532","12.1","1.7","27500","3347","9008","570","13856","1554","54.2","4.0","(X)","(X)","50.6","4.1","(X)","(X)","3.6","1.3","(X)","(X)","45.8","4.0","(X)","(X)","39.6","4.0","(X)","(X)","6.2","2.0","(X)","(X)","35.7","(X)","(X)","(X)","37.3","(X)","(X)","(X)","28.7","(X)","(X)","(X)",
"8600000US10457","ZCTA5 10457","23749","422","24750","1471","12.2","1.1","21101","3445","37.5","2.0","27896","1708","0.3","0.2","26908","15186","1.3","0.5","67292","17479","0.2","0.1","28362","11997","45.9","2.1","22920","1634","2.6","0.6","25125","8902","63.0","1.8","22578","1479","1.9","0.5","36563","9886","2.6","0.5","23510","6091","39.4","1.9","27148","3031","41.7","1.7","27587","2239","16.3","1.3","16863","1691","15786","522","28510","1776","58.3","2.1","24212","2512","41.7","2.1","35325","3939","34.2","2.3","43068","3359","52.8","2.5","19289","2077","13.0","2.1","33036","6250","7963","499","14598","1709","52.4","3.5","(X)","(X)","47.6","3.5","(X)","(X)","4.8","1.3","(X)","(X)","47.6","3.5","(X)","(X)","41.8","3.4","(X)","(X)","5.8","1.8","(X)","(X)","32.2","(X)","(X)","(X)","33.6","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"8600000US10458","ZCTA5 10458","26349","517","27912","2345","19.5","1.7","27739","3544","24.8","1.5","30255","3664","0.6","0.4","(X)","(X)","3.4","0.7","27583","9416","0.0","0.1","-","**","48.1","1.9","26828","3054","3.6","0.8","31691","16142","62.8","1.9","26419","2512","10.1","1.1","31750","5537","5.3","0.9","22610","6936","42.3","2.1","30776","2281","38.7","2.1","30237","3582","13.7","1.4","17432","2290","16699","626","30868","1795","56.2","2.6","26364","2320","43.8","2.6","36106","3401","37.3","3.4","44725","5313","50.5","3.3","21351","1793","12.2","2.1","33243","4398","9650","615","20023","1813","50.5","4.3","(X)","(X)","43.9","4.0","(X)","(X)","6.6","1.8","(X)","(X)","49.5","4.3","(X)","(X)","37.0","4.0","(X)","(X)","12.5","2.7","(X)","(X)","34.6","(X)","(X)","(X)","38.0","(X)","(X)","(X)","27.2","(X)","(X)","(X)",
"8600000US10459","ZCTA5 10459","15688","318","23761","1626","14.1","1.6","17724","2669","29.2","1.8","32765","2642","0.6","0.4","(X)","(X)","1.0","0.4","38365","37978","0.1","0.2","-","**","52.3","2.4","21838","1457","2.7","0.8","18194","16184","71.4","1.9","21582","1274","1.2","0.5","8942","2525","3.0","0.8","22621","6189","38.5","2.2","30316","1904","39.8","2.4","24798","3202","18.7","1.4","13434","1662","10768","395","27521","1854","58.4","2.4","26392","1541","41.6","2.4","29848","3897","32.9","2.9","41342","2625","54.8","2.9","21724","1944","12.3","1.9","38162","10873","4920","353","11688","1112","50.3","4.6","9822","619","46.3","4.6","9618","450","4.0","1.7","32961","10360","49.7","4.6","15548","2042","43.3","4.7","13549","2337","6.4","2.2","48750","20355","33.0","(X)","(X)","(X)","33.9","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"8600000US10460","ZCTA5 10460","19776","356","23209","1491","15.0","1.6","25625","3590","30.0","2.0","27133","3216","0.2","0.1","(X)","(X)","1.3","0.4","42500","20421","0.0","0.2","-","**","51.0","2.1","21613","1692","2.6","0.7","13906","3674","69.5","1.9","22211","1577","2.6","0.6","22679","18379","3.9","1.0","26775","5751","35.8","2.2","25796","2971","42.9","2.2","25857","2273","17.4","1.4","15420","2933","13873","499","25298","1665","52.0","2.7","21595","2705","48.0","2.7","30484","3053","29.8","2.4","39433","5326","57.3","2.7","18592","1503","12.9","2.1","30481","11334","5903","457","14290","1123","54.9","4.0","(X)","(X)","49.1","3.9","(X)","(X)","5.9","1.8","(X)","(X)","45.1","4.0","(X)","(X)","38.1","3.7","(X)","(X)","6.9","2.4","(X)","(X)","37.8","(X)","(X)","(X)","39.0","(X)","(X)","(X)","29.4","(X)","(X)","(X)",
"8600000US10461","ZCTA5 10461","19086","412","51568","2699","54.1","2.1","49711","3271","8.4","1.3","43950","8834","0.4","0.3","93920","51146","8.0","1.1","64643","12010","0.0","0.2","-","**","27.2","2.3","51284","4371","1.9","0.6","72708","30885","41.8","2.1","51750","4203","42.0","1.9","49325","2601","1.5","0.6","31690","9645","39.7","2.1","59205","5139","35.7","2.2","63015","4421","23.2","1.7","27756","2238","11979","447","62923","4302","46.5","2.8","51886","8065","53.5","2.8","70166","7544","63.3","2.7","80603","7209","26.9","2.9","37466","8017","9.8","2.0","44333","22875","7107","429","33702","3777","56.1","3.7","27587","2636","48.9","3.7","24871","3792","7.2","2.1","56786","22388","43.9","3.7","47698","4374","35.9","4.1","45085","6970","8.1","2.4","84375","26562","50.1","(X)","(X)","(X)","53.7","(X)","(X)","(X)","42.1","(X)","(X)","(X)",
"8600000US10462","ZCTA5 10462","29345","479","45760","2075","26.0","1.5","44109","4486","30.8","1.7","57492","4732","0.7","0.3","39067","5199","8.6","0.8","41836","5921","0.0","0.1","-","**","30.1","1.8","39084","4869","3.9","0.8","45735","17325","46.1","1.8","40920","2344","14.3","1.1","43561","6374","3.0","0.6","41780","12169","39.0","1.9","47325","4451","40.7","1.8","50674","3620","17.3","1.3","28694","3371","17816","634","51470","2624","50.1","2.4","42031","2512","49.9","2.4","61739","4527","51.2","2.3","66029","3048","36.3","2.1","36469","2962","12.5","1.8","50166","3223","11529","603","34591","2937","56.0","3.2","(X)","(X)","49.0","3.2","(X)","(X)","7.0","1.7","(X)","(X)","44.0","3.2","(X)","(X)","38.2","3.2","(X)","(X)","5.8","1.4","(X)","(X)","43.1","(X)","(X)","(X)","46.1","(X)","(X)","(X)","36.7","(X)","(X)","(X)",
"8600000US10463","ZCTA5 10463","27458","478","56482","2218","50.8","1.6","68433","4568","14.7","1.3","41424","6796","0.6","0.4","(X)","(X)","3.6","0.7","74583","14373","0.1","0.1","-","**","26.5","2.0","46663","6845","3.6","0.8","49688","11502","42.0","1.9","45662","5399","40.4","1.5","75997","6264","1.3","0.5","26574","17214","34.8","1.9","61812","7372","37.4","1.9","63846","3582","26.5","1.5","41003","2997","16715","626","64467","3726","45.7","2.7","59654","6775","54.3","2.7","66467","2211","55.8","2.7","93847","5158","35.6","2.5","34749","5204","8.6","2.0","48750","11031","10743","564","41026","2841","62.9","3.1","(X)","(X)","57.2","2.9","(X)","(X)","5.6","1.5","(X)","(X)","37.1","3.1","(X)","(X)","31.9","2.7","(X)","(X)","5.2","1.7","(X)","(X)","31.1","(X)","(X)","(X)","33.4","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"8600000US10464","ZCTA5 10464","2024","172","75208","12456","87.3","6.9","72232","12989","1.5","1.5","68828","21973","0.0","1.5","-","**","1.9","1.9","154265","105738","0.0","1.5","-","**","9.3","6.7","107598","99853","0.0","1.5","-","**","16.9","6.9","108971","100983","79.8","7.1","71647","9259","0.0","1.5","-","**","23.3","6.2","108456","41933","49.6","7.6","86328","29934","27.2","4.8","39773","13695","1090","207","109853","14735","41.3","10.3","122391","24419","58.7","10.3","84318","47085","76.6","13.1","(X)","(X)","15.3","9.8","(X)","(X)","8.1","6.1","(X)","(X)","934","196","40431","25739","77.0","10.4","(X)","(X)","69.4","11.7","(X)","(X)","7.6","6.2","(X)","(X)","23.0","10.4","(X)","(X)","17.8","9.4","(X)","(X)","5.2","4.3","(X)","(X)","40.3","(X)","(X)","(X)","46.1","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"8600000US10465","ZCTA5 10465","15560","303","73776","4871","65.2","2.6","79955","4208","10.5","1.7","38019","10627","0.0","0.1","-","**","3.0","0.9","104688","40046","0.0","0.2","-","**","19.5","2.5","67191","9985","1.8","0.7","49286","40999","33.8","2.6","72417","9479","53.6","2.4","77845","4576","0.9","0.5","22344","20229","27.8","2.5","92828","7367","45.3","2.8","82706","5129","26.0","2.1","38594","5137","10644","459","88341","7303","39.7","3.0","82869","10557","60.3","3.0","91209","5991","64.7","3.5","103540","4947","27.5","3.3","50706","11630","7.8","1.8","87841","24464","4916","396","37898","7322","57.7","4.6","(X)","(X)","52.3","4.6","(X)","(X)","5.4","2.1","(X)","(X)","42.3","4.6","(X)","(X)","35.3","4.5","(X)","(X)","6.9","2.2","(X)","(X)","42.5","(X)","(X)","(X)","42.8","(X)","(X)","(X)","39.3","(X)","(X)","(X)",
"8600000US10466","ZCTA5 10466","22891","400","42478","2617","9.0","1.1","28159","4504","73.9","1.4","48707","4532","0.6","0.3","(X)","(X)","1.9","0.4","48333","39492","0.1","0.1","-","**","12.9","1.5","21313","5373","1.7","0.5","48125","26345","21.7","1.5","25514","5019","3.6","0.7","35305","9179","2.5","0.5","27604","8693","32.8","2.1","41585","5249","43.4","2.0","52301","4498","21.3","1.6","32233","2733","16227","491","51233","2612","47.6","2.7","44517","3811","52.4","2.7","55727","4520","42.6","2.9","75373","4935","45.3","2.9","36480","2665","12.1","1.6","43411","5419","6664","481","20678","2757","52.4","3.7","17610","2528","47.9","3.5","16282","2410","4.5","1.8","48319","11297","47.6","3.7","25758","4669","39.5","4.1","22926","4683","8.0","2.1","49659","17978","35.0","(X)","(X)","(X)","35.1","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"8600000US10467","ZCTA5 10467","35178","486","35117","1361","22.8","1.5","31944","3653","38.6","1.7","37838","2719","0.5","0.3","41154","39717","5.0","0.6","35993","4386","0.0","0.1","-","**","29.4","1.9","32617","5464","3.7","0.7","33977","11048","47.5","1.6","29708","3988","10.6","0.9","39809","8292","3.0","0.7","26116","7940","37.8","1.7","40084","2708","42.1","1.8","37192","2987","17.1","1.0","21713","2344","22974","752","38452","2495","52.5","2.1","35073","2301","47.5","2.1","43484","4224","42.0","2.3","52611","3709","46.0","2.4","28854","2218","11.9","1.4","38324","5977","12204","731","20767","1719","54.0","3.5","(X)","(X)","49.1","3.3","(X)","(X)","4.9","1.3","(X)","(X)","46.0","3.5","(X)","(X)","39.5","3.0","(X)","(X)","6.5","2.1","(X)","(X)","40.7","(X)","(X)","(X)","44.6","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
"8600000US10468","ZCTA5 10468","24631","414","34784","1932","16.4","1.6","29388","4267","24.6","1.7","44343","4945","0.8","0.4","(X)","(X)","3.7","0.6","46806","16791","0.0","0.1","-","**","50.6","2.1","32038","2454","3.9","0.8","36542","17362","69.0","1.6","30828","1821","5.0","0.7","31849","6944","4.6","0.9","37689","10034","38.2","2.0","40268","2944","42.9","2.0","35309","2408","14.3","1.3","21438","2984","16493","562","36034","2550","53.1","2.5","29686","3765","46.9","2.5","41857","4120","38.9","2.8","(X)","(X)","49.4","3.0","(X)","(X)","11.7","2.1","(X)","(X)","8138","526","25978","4482","49.1","4.1","(X)","(X)","42.7","3.8","(X)","(X)","6.4","2.0","(X)","(X)","50.9","4.1","(X)","(X)","41.1","3.9","(X)","(X)","9.8","2.4","(X)","(X)","44.1","(X)","(X)","(X)","45.2","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
"8600000US10469","ZCTA5 10469","22014","389","57207","2764","21.0","1.1","68081","9327","56.2","1.7","59596","3061","0.4","0.3","86731","21552","3.6","0.6","57083","13436","0.1","0.2","-","**","15.7","1.6","41645","6645","3.1","0.7","53661","19130","26.1","1.6","45280","6461","14.5","0.9","68958","8653","2.1","0.7","36531","13942","31.3","2.0","52522","4369","44.4","2.1","68813","4075","22.2","1.3","44056","5492","16417","547","63999","4153","44.4","2.3","55910","5593","55.6","2.3","71831","3196","53.0","2.4","85217","4304","36.8","2.3","41488","4571","10.2","1.6","51977","17206","5597","459","29743","3034","63.1","4.1","(X)","(X)","58.0","4.2","(X)","(X)","5.1","1.5","(X)","(X)","36.9","4.1","(X)","(X)","32.9","4.1","(X)","(X)","4.0","1.7","(X)","(X)","50.6","(X)","(X)","(X)","53.6","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
